id,name,host_id,host_name,host_since,host_is_superhost,neighbourhood,zipcode,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,cleaning_fee,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,instant_bookable,is_business_travel_ready,calculated_host_listings_count,reviews_per_month,neighborhood
24499851,Excellent Union Square Location-Great Hotel Suite,70722023,Michael,2016-05-06,t,Nob Hill,94108,37.792120000000004,-122.40786000000001,f,Serviced apartment,Entire home/apt,2,1.0,0.0,1.0,"['TV', 'Cable TV', 'Air conditioning', 'Paid parking off premises', 'Gym', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Self check-in', 'Building staff', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Luggage dropoff allowed', 'Paid parking on premises']",76.0,2,7,0,0,0,0,25,2018-05-10,2019-12-13,t,f,55,0.99,Nob Hill
25869380,Sunny Home in the Heart of Bernal Village!,277866,Katy,2010-11-03,f,Bernal Heights,94110,37.73838,-122.41266,t,House,Entire home/apt,5,2.5,3.0,4.0,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Indoor fireplace', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Essentials', 'Hangers', 'Laptop-friendly workspace', 'Self check-in', 'Keypad', 'Children’s books and toys', 'Babysitter recommendations', 'Room-darkening shades', 'Children’s dinnerware', 'Game console']",200.0,4,1125,27,57,87,87,7,2018-07-11,2019-08-24,f,f,1,0.3,Bernal Heights
1868880,Pac Heights Home w/ Parking Steps from Fillmore St,1775917,Scott,2012-02-19,t,Pacific Heights,94115,37.78927,-122.43406999999999,t,House,Entire home/apt,4,3.5,4.0,5.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Private living room', 'Private entrance', 'Bathtub', 'Children’s books and toys', 'Pack ’n Play/travel crib', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",250.0,3,30,0,0,0,158,84,2013-11-22,2020-01-19,f,f,1,1.05,Pacific Heights
23830079,California Cozy Private Room,778281,Noelle,2011-07-04,t,Richmond District,94121,37.775909999999996,-122.50200000000001,f,House,Entire home/apt,2,1.0,1.0,1.0,"['TV', 'Wifi', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Self check-in', 'Smart lock', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Single level home', 'Luggage dropoff allowed', 'Long term stays allowed']",150.0,30,360,30,60,90,180,32,2019-02-18,2019-10-24,t,f,1,2.01,Richmond District
25323663,Light-Filled Top Floor Downtown Studio!,4430421,Landmark,2012-12-17,f,Tenderloin,94102,37.784209999999995,-122.41015,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,"['TV', 'Wifi', 'Kitchen', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Essentials', 'Hangers', 'Iron', 'Laptop-friendly workspace', 'Hot water', 'Long term stays allowed', 'Other']",95.0,30,1125,29,59,89,179,2,2018-10-28,2019-08-21,f,f,110,0.1,Tenderloin
37863231,Corona Heights - Castro Beauty,2860770,Oscar,2012-07-07,f,The Castro,94114,37.76467,-122.4432,t,Condominium,Entire home/apt,5,2.0,3.0,3.0,"['TV', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Lockbox', 'Private living room', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Shower gel']",200.0,2,30,3,15,29,47,1,2019-12-04,2019-12-04,f,f,1,0.16,Castro/Upper Market
38799959,Bernalhouse143   Zen Room 4 Upstairs,275853781,Susan,2019-07-13,f,Bernal Heights,94110,37.73578,-122.42133999999999,t,House,Private room,2,1.0,1.0,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Breakfast', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Garden or backyard', 'Wide entrance for guests']",40.0,2,29,29,59,89,364,1,2019-11-20,2019-11-20,f,f,4,0.15,Bernal Heights
2198399,Roomy 1BR in Mission Victorian,10135,Jason,2009-03-13,f,Mission District,94103,37.76515,-122.41608000000001,t,House,Private room,2,2.0,1.0,1.0,"['Internet', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Microwave', 'Coffee maker', 'Dishes and silverware', 'Host greets you']",40.0,30,60,30,60,90,90,278,2014-02-13,2018-10-25,t,f,3,3.61,Mission
15512995,Relax on the Roof Deck in Luxury Tri-level House,1865162,Susan,2012-03-05,f,Bernal Heights,94110,37.74651,-122.41032,t,House,Entire home/apt,6,3.5,3.0,3.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Indoor fireplace', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Lockbox', 'Outlet covers', 'Bathtub', 'High chair', 'Stair gates', 'Children’s books and toys', 'Table corner guards', 'Babysitter recommendations', 'Crib', 'Pack ’n Play/travel crib', 'Children’s dinnerware', 'Body soap', 'Bath towel', 'Toilet paper', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Hot water kettle', 'Mountain view', 'Rain shower', 'Terrace', 'Balcony', 'Sound system', 'Gas oven', 'Projector and screen', 'Fire pit', 'Netflix', 'Outdoor seating', 'Walk-in shower', 'Full kitchen', 'Bedroom comforts', 'Bathroom essentials']",150.0,5,28,0,1,1,8,14,2017-01-07,2020-01-02,f,f,1,0.34,Bernal Heights
32324914,"Stylish SoMa Studio w/ Gym, Roofdeck, W/D, walk to Tech HQs by Blueground",107434423,Blueground,2016-12-16,f,SoMa,CA 94107,37.780440000000006,-122.40319,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Pets allowed', 'Gym', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Self check-in', 'Lockbox', 'Private entrance', 'Bathtub', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Oven', 'BBQ grill', 'Garden or backyard', 'Long term stays allowed', 'Paid parking on premises']",145.0,30,1125,14,44,74,349,1,2019-10-13,2019-10-13,t,f,195,0.13,South of Market
16162542,SOMA 3 Bedroom with Private Patio,48005494,Zeus,2015-11-02,t,SoMa,94103,37.772259999999996,-122.41073999999999,t,Serviced apartment,Entire home/apt,6,2.0,3.0,3.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony']",470.0,30,1125,30,60,90,365,4,2017-05-17,2019-09-30,t,f,208,0.11,South of Market
2802418,Comfortable room,13923854,Gina,2014-04-05,t,Richmond District,94121,37.77347,-122.49901000000001,t,Apartment,Private room,2,2.0,1.0,0.0,"['Internet', 'Wifi', 'Kitchen', 'Breakfast', 'Pets live on this property', 'Dog(s)', 'Free street parking', 'Indoor fireplace', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Lockbox', 'Dishes and silverware']",15.0,2,1125,30,60,88,353,292,2014-05-05,2020-03-01,t,f,1,3.93,Richmond District
29515076,New centrally located SOMA private room and bath,8159368,Mark,2013-08-14,t,SoMa,94103,37.77386,-122.41231,t,Condominium,Private room,2,1.0,1.0,1.0,"['TV', 'Cable TV', 'Wifi', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Long term stays allowed', 'Host greets you']",50.0,2,1125,26,48,58,210,72,2018-11-23,2020-03-13,f,f,1,3.83,South of Market
23599466,A Great Hotel Style Suite in Union Square,70722023,Michael,2016-05-06,t,Nob Hill,94108,37.79124,-122.40795,f,Serviced apartment,Entire home/apt,2,1.0,0.0,1.0,"['TV', 'Cable TV', 'Air conditioning', 'Paid parking off premises', 'Gym', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Self check-in', 'Building staff', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Luggage dropoff allowed', 'Paid parking on premises']",70.0,2,7,0,0,0,0,40,2018-04-11,2020-02-07,t,f,55,1.52,Nob Hill
4464347,Dorm Beds at Social SF Hostel #1,22931450,Sarah & Friends,2014-10-24,t,Telegraph Hill,94133,37.79821,-122.40521000000001,t,Bed and breakfast,Shared room,5,10.0,1.0,4.0,"['Internet', 'Wifi', 'Kitchen', 'Breakfast', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Iron', 'Laptop-friendly workspace', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove']",0.0,1,1125,0,0,0,144,322,2014-11-15,2020-03-08,f,f,26,4.75,North Beach
6727254,Noe Valley Victorian - Eureka!,18151037,Valerie,2014-07-15,t,Noe Valley,94114,37.75262,-122.4363,t,Apartment,Private room,2,1.5,1.0,1.0,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Keypad', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove']",125.0,30,180,20,20,20,294,32,2015-07-08,2020-02-14,t,f,8,0.53,Noe Valley
18221524,Spacious Studio in Lower Nob Hill,5529529,Ida,2013-03-19,f,Downtown,94109,37.78886,-122.41342,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Pets live on this property', 'Elevator', 'Buzzer/wireless intercom', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Smart lock', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed']",100.0,30,40,0,0,0,0,9,2017-04-23,2018-01-10,f,f,1,0.24,South of Market
72921,Wonderful private 1 bedroom apt. F6,374909,Eric,2011-02-02,f,Western Addition/NOPA,94117,37.77487,-122.43221000000001,t,Apartment,Entire home/apt,6,1.0,1.0,3.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Keypad', 'Private living room', 'Private entrance', 'Bathtub', 'High chair', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed', 'Shower gel']",0.0,30,365,0,0,21,296,52,2011-02-18,2019-04-30,f,f,14,0.46,Western Addition
9695480,Funky Colorful Vibes in Family Home Near Golden Gate Park,21199285,Anthony,2014-09-11,t,Inner Sunset,94116,37.74762,-122.4751,t,Apartment,Entire home/apt,10,2.0,3.0,5.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Smart lock', 'Private entrance', 'Hot water', 'Body soap', 'Bath towel', 'Toilet paper', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Long term stays allowed', 'Smart TV', 'Netflix', 'HBO GO', 'Full kitchen', 'Bedroom comforts', 'Bathroom essentials']",150.0,2,1123,24,48,76,166,226,2016-02-08,2020-05-28,f,f,1,4.28,Inner Sunset
35342756,Private room near SF State and M car Station 2B,86083871,Kina,2016-07-26,f,Oceanview,94132,37.71577,-122.47171000000002,t,House,Private room,2,0.5,1.0,1.0,"['TV', 'Wifi', 'Kitchen', 'Free street parking', 'Indoor fireplace', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed']",200.0,30,60,19,24,54,144,4,2019-07-14,2020-04-01,t,f,10,0.36,Oceanview/Merced/Ingleside
17438541,Charming 2 bedroom Apartment with private parking,77807259,Guanying,2016-06-14,t,Outer Sunset,94122,37.754059999999996,-122.4861,t,Apartment,Entire home/apt,6,1.0,2.0,3.0,"['Wifi', 'Free parking on premises', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Luggage dropoff allowed', 'Long term stays allowed']",120.0,30,1125,0,14,44,161,184,2017-05-08,2020-02-23,t,f,1,4.89,Sunset/Parkside
11185685,Mission 24th St - 2 BR Apartment,38836,Bernat,2009-09-15,t,Mission District,94110,37.75351,-122.40733,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Pets allowed', 'Heating', 'Family/kid friendly', 'Smoke alarm', 'Carbon monoxide alarm', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Private entrance', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Dishes and silverware', 'Other']",200.0,30,1125,8,38,68,343,4,2016-04-09,2018-12-16,f,f,34,0.08,Mission
20397022,Designer showplace bright colorful room,1700823,Jennifer,2012-02-05,t,Marina,94123,37.80389,-122.4448,t,Apartment,Private room,1,1.0,1.0,1.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Pets live on this property', 'Dog(s)', 'Free street parking', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Private entrance', 'Bathtub', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Patio or balcony', 'Long term stays allowed', 'Host greets you']",0.0,10,365,28,58,88,363,4,2017-09-15,2018-10-05,f,f,5,0.12,Marina
