track,artist,danceability,energy,valence,tempo,previously_heard,liked
Silly Love Songs,Glee Cast,0.643,0.585,0.561,124.935,Haven't Heard,Dislike
Wild Boy,MGK Featuring Waka Flocka Flame,0.8009999999999999,0.682,0.484,140.061,Heard,Like
V. 3005,Childish Gambino,0.561,0.431,0.132,165.854,Haven't Heard,Dislike
Domino,Jessie J,0.757,0.547,0.7929999999999999,126.977,Haven't Heard,Like
Bills,LunchMoney Lewis,0.6990000000000001,0.747,0.6829999999999999,126.001,Haven't Heard,Like
Like I Can,Sam Smith,0.6559999999999999,0.627,0.48100000000000004,99.93299999999999,Heard,Dislike
Moonlight,XXXTENTACION,0.9209999999999999,0.537,0.711,128.009,Haven't Heard,Like
I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,0.68,0.7659999999999999,0.7390000000000001,113.919,Haven't Heard,Dislike
Stutter,Maroon 5,0.711,0.882,0.813,119.991,Haven't Heard,Dislike
That's On Me,Yella Beezy,0.8029999999999999,0.648,0.5379999999999999,131.925,Heard,Like
More Than Miles,Brantley Gilbert,0.47,0.778,0.44799999999999995,152.005,Haven't Heard,Like
If I Die Young,The Band Perry,0.606,0.4970000000000001,0.36200000000000004,130.739,Haven't Heard,Like
Alive,Krewella,0.6629999999999999,0.8220000000000001,0.5670000000000001,128.002,Heard,Like
Broccoli,D.R.A.M. Featuring Lil Yachty,0.8859999999999999,0.525,0.708,145.99,Heard,Like
Racks,YC Featuring Future,0.82,0.599,0.35600000000000004,137.02200000000002,Haven't Heard,Like
10 Bands,Drake,0.825,0.757,0.89,172.938,Haven't Heard,Like
Country Song,Seether,0.63,0.86,0.9109999999999999,95.978,Haven't Heard,Like
You Make Me,Avicii,0.585,0.657,0.546,125.007,Haven't Heard,Like
Whistle,Flo Rida,0.747,0.937,0.7390000000000001,103.976,Heard,Dislike
River Bank,Brad Paisley,0.639,0.875,0.892,117.02799999999999,Heard,Like
Look Alive,Rae Sremmurd,0.7859999999999999,0.583,0.22899999999999998,120.024,Heard,Dislike
You Sound Good To Me,Lucy Hale,0.638,0.893,0.87,92.01799999999999,Haven't Heard,Like
The Fox,Ylvis,0.703,0.867,0.546,128.00799999999998,Heard,Like
Lemme See,Usher Featuring Rick Ross,0.6559999999999999,0.725,0.40299999999999997,153.873,Heard,Like
Adrenalina,Wisin Featuring Jennifer Lopez & Ricky Martin,0.685,0.9440000000000001,0.757,124.98700000000001,Heard,Like
La Cancion,J Balvin & Bad Bunny,0.754,0.6459999999999999,0.429,176.08900000000003,Heard,Like
Talladega,Eric Church,0.586,0.677,0.562,144.001,Heard,Like
Make It Rain,Travis Porter,0.9259999999999999,0.69,0.387,128.952,Heard,Like
No Hurry,Zac Brown Band,0.564,0.531,0.40700000000000003,146.018,Haven't Heard,Dislike
Pray For Me,The Weeknd & Kendrick Lamar,0.735,0.677,0.188,100.584,Haven't Heard,Like
Some Nights,fun.,0.672,0.738,0.392,107.93799999999999,Haven't Heard,Like
Teach Me How To Dougie,Cali Swag District,0.846,0.43799999999999994,0.512,85.01299999999998,Haven't Heard,Like
Sober,Demi Lovato,0.397,0.303,0.17,170.22,Heard,Dislike
How Low,Ludacris,0.784,0.498,0.418,143.96,Haven't Heard,Like
Talk To Me,Tory Lanez & Rich The Kid,0.698,0.66,0.451,159.94899999999996,Haven't Heard,Dislike
Empire,Shakira,0.541,0.628,0.364,80.027,Heard,Like
Cryin' For Me (Wayman's Song),Toby Keith,0.51,0.39799999999999996,0.261,156.08,Haven't Heard,Like
Clouds,Zach Sobiech,0.659,0.64,0.21100000000000002,96.935,Haven't Heard,Like
Breakeven,The Script,0.63,0.698,0.529,94.023,Haven't Heard,Dislike
Look Back At It,A Boogie Wit da Hoodie,0.7909999999999999,0.5870000000000001,0.536,96.057,Heard,Like
This Is What You Came For,Calvin Harris Featuring Rihanna,0.63,0.9279999999999999,0.465,123.963,Haven't Heard,Dislike
"10,000 Hours",Dan + Shay & Justin Bieber,0.654,0.63,0.43,89.991,Haven't Heard,Like
Fine By Me,Andy Grammer,0.583,0.7909999999999999,0.878,89.993,Haven't Heard,Like
XXX.,Kendrick Lamar Featuring U2,0.568,0.619,0.293,170.115,Haven't Heard,Like
Let You Down,NF,0.662,0.7140000000000001,0.46399999999999997,147.997,Haven't Heard,Like
Juice,Yo Gotti,0.887,0.568,0.754,162.03799999999995,Heard,Like
Cruise,Florida Georgia Line Featuring Nelly,0.457,0.948,0.878,148.0,Haven't Heard,Like
Shell Shocked,"Juicy J, Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik",0.596,0.815,0.45899999999999996,165.015,Haven't Heard,Like
Heaven,Kane Brown,0.677,0.556,0.521,80.009,Haven't Heard,Like
Invisible,Hunter Hayes,0.38,0.568,0.259,155.95600000000005,Heard,Like
You Don't Know Her Like I Do,Brantley Gilbert,0.49,0.716,0.28800000000000003,74.988,Heard,Like
New Flame,Chris Brown Featuring Usher & Rick Ross,0.7020000000000001,0.629,0.446,141.967,Heard,Like
The Bones,Maren Morris,0.612,0.57,0.335,77.00399999999998,Haven't Heard,Dislike
Stressed Out,twenty one pilots,0.7340000000000001,0.637,0.648,169.977,Haven't Heard,Dislike
TOES,DaBaby Featuring Lil Baby & Moneybagg Yo,0.816,0.5820000000000001,0.542,160.004,Haven't Heard,Like
I Don't Want This Night To End,Luke Bryan,0.616,0.728,0.375,111.934,Heard,Dislike
Yeah Boy,Kelsea Ballerini,0.589,0.809,0.496,88.965,Haven't Heard,Dislike
True Love,P!nk Featuring Lily Allen,0.457,0.823,0.578,192.205,Haven't Heard,Dislike
Called Out In The Dark,Snow Patrol,0.726,0.7120000000000001,0.961,120.00299999999999,Haven't Heard,Dislike
Night Of Your Life,David Guetta Featuring Jennifer Hudson,0.7390000000000001,0.705,0.349,128.026,Heard,Like
Ghost,Ella Henderson,0.68,0.84,0.46799999999999997,104.985,Heard,Like
Fire & Desire,Drake,0.722,0.252,0.276,79.923,Haven't Heard,Like
All Over Me,Josh Turner,0.546,0.7759999999999999,0.888,169.847,Haven't Heard,Dislike
The Show Goes On,Lupe Fiasco,0.591,0.889,0.65,143.067,Heard,Like
Sledgehammer,Fifth Harmony,0.6709999999999999,0.777,0.289,99.98,Haven't Heard,Like
Keanu Reeves,Logic,0.7120000000000001,0.8909999999999999,0.799,170.13,Haven't Heard,Like
Trailerhood,Toby Keith,0.6629999999999999,0.83,0.866,98.022,Heard,Dislike
Feeling Myself,Nicki Minaj Featuring Beyonce,0.564,0.703,0.47700000000000004,139.045,Haven't Heard,Dislike
Lemon,N*E*R*D & Rihanna,0.9159999999999999,0.727,0.201,94.99700000000001,Heard,Like
Night Train,Jason Aldean,0.496,0.708,0.502,158.121,Haven't Heard,Dislike
KEKE,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",0.599,0.857,0.469,187.985,Haven't Heard,Like
Needy,Ariana Grande,0.317,0.474,0.318,76.592,Haven't Heard,Like
Electric Body,A$AP Rocky Featuring ScHoolboy Q,0.897,0.598,0.528,119.96600000000001,Haven't Heard,Like
All I Do Is Win,"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross",0.5489999999999999,0.7909999999999999,0.293,150.094,Haven't Heard,Dislike
In My Feelings,Drake,0.835,0.626,0.35,91.03,Haven't Heard,Like
We Are Young,fun. Featuring Janelle Monae,0.37799999999999995,0.638,0.735,184.08599999999998,Haven't Heard,Dislike
The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,0.33799999999999997,0.0775,0.155,100.648,Heard,Like
Darte Un Beso,Prince Royce,0.757,0.711,0.8170000000000001,139.96200000000002,Haven't Heard,Like
Key To The Streets,YFN Lucci Featuring Migos & Trouble,0.768,0.687,0.294,140.064,Haven't Heard,Like
I'm A Mess,Bebe Rexha,0.63,0.6940000000000001,0.21600000000000005,97.005,Haven't Heard,Like
Tie Me Down,New Boyz Featuring Ray J,0.42,0.787,0.38,97.96700000000001,Heard,Dislike
Down On Me,Jeremih Featuring 50 Cent,0.7,0.598,0.594,160.041,Haven't Heard,Like
Happier,Marshmello & Bastille,0.687,0.792,0.6709999999999999,100.015,Haven't Heard,Dislike
Safe And Sound,Capital Cities,0.655,0.8190000000000001,0.7659999999999999,117.956,Haven't Heard,Like
Hot Mess,Cobra Starship,0.642,0.87,0.73,119.98700000000001,Haven't Heard,Like
I'm Different,2 Chainz,0.9359999999999999,0.7020000000000001,0.7040000000000001,97.524,Haven't Heard,Like
Come Get It Bae,Pharrell Williams,0.934,0.7979999999999999,0.895,120.162,Heard,Like
Like A G6,Far*East Movement Featuring Cataracs & Dev,0.435,0.8370000000000001,0.778,124.913,Heard,Like
Price Tag,Jessie J Featuring B.o.B,0.638,0.831,0.685,175.03799999999995,Haven't Heard,Like
My First Kiss,3OH!3 Featuring Ke$ha,0.682,0.889,0.8270000000000001,138.02100000000002,Haven't Heard,Like
Set Fire To The Rain,Adele,0.61,0.6829999999999999,0.466,108.00299999999999,Heard,Like
Livin' On A Prayer,Bon Jovi,0.532,0.887,0.795,122.51100000000001,Haven't Heard,Like
Wake Up,Travis Scott,0.741,0.645,0.488,149.07,Haven't Heard,Like
Stay The Night,Zedd Featuring Hayley Williams,0.596,0.738,0.461,127.961,Haven't Heard,Like
Raise 'Em Up,Keith Urban Featuring Eric Church,0.609,0.7879999999999999,0.54,108.053,Haven't Heard,Like
Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",0.6709999999999999,0.9390000000000001,0.529,129.023,Heard,Like
Who I Am With You,Chris Young,0.466,0.7020000000000001,0.47,150.309,Haven't Heard,Like
Rap Song,T-Pain Featuring Rick Ross,0.419,0.669,0.47700000000000004,85.661,Haven't Heard,Dislike
Thunder,Imagine Dragons,0.605,0.8220000000000001,0.28800000000000003,167.997,Haven't Heard,Like
Bon Appetit,Katy Perry Featuring Migos,0.799,0.794,0.524,106.031,Heard,Like
Troublemaker,Olly Murs Featuring Flo Rida,0.7609999999999999,0.856,0.9670000000000001,106.009,Heard,Dislike
My House,Flo Rida,0.688,0.7020000000000001,0.74,94.006,Haven't Heard,Dislike
Bonfire,Craig Morgan,0.426,0.917,0.506,175.71599999999995,Haven't Heard,Dislike
Sun Daze,Florida Georgia Line,0.47600000000000003,0.9520000000000001,0.8490000000000001,170.062,Haven't Heard,Dislike
Think Of You,Chris Young Duet With Cassadee Pope,0.616,0.893,0.5670000000000001,111.959,Haven't Heard,Like
You Know You Like It,DJ Snake & AlunaGeorge,0.40700000000000003,0.725,0.247,196.093,Heard,Dislike
Fast,Luke Bryan,0.5479999999999999,0.9009999999999999,0.557,145.953,Haven't Heard,Dislike
No New Friends (SFTB Remix),"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",0.703,0.6809999999999999,0.245,124.928,Haven't Heard,Like
Finesse,Bruno Mars & Cardi B,0.7040000000000001,0.8590000000000001,0.9259999999999999,105.115,Haven't Heard,Dislike
Carolina,Parmalee,0.434,0.75,0.488,159.82399999999996,Heard,Dislike
Rocketeer,Far*East Movement Featuring Ryan Tedder,0.664,0.845,0.35700000000000004,96.005,Haven't Heard,Like
Sangria,Blake Shelton,0.6459999999999999,0.7240000000000001,0.54,115.984,Haven't Heard,Like
Wipe Your Eyes,Maroon 5,0.608,0.909,0.617,137.04,Haven't Heard,Like
Teenage Fever,Drake,0.7659999999999999,0.28300000000000003,0.14400000000000002,97.04,Haven't Heard,Like
Who Do You Love?,YG Featuring Drake,0.6759999999999999,0.415,0.146,193.206,Haven't Heard,Dislike
Wow.,Post Malone,0.8290000000000001,0.539,0.38799999999999996,99.96,Heard,Like
No Limit,Usher Featuring Young Thug,0.7170000000000001,0.523,0.282,127.04700000000001,Haven't Heard,Like
Heartbeat Song,Kelly Clarkson,0.49,0.7979999999999999,0.479,149.109,Haven't Heard,Like
Lovely,Billie Eilish & Khalid,0.35100000000000003,0.29600000000000004,0.12,115.28399999999999,Haven't Heard,Like
Loveeeeeee Song,Rihanna Featuring Future,0.71,0.598,0.501,119.98100000000001,Haven't Heard,Like
Forget You,Glee Cast Featuring Gwyneth Paltrow,0.674,0.736,0.85,127.427,Heard,Like
Somethin' 'Bout A Truck,Kip Moore,0.557,0.812,0.7879999999999999,175.953,Heard,Like
It Girl,Jason Derulo,0.6679999999999999,0.718,0.345,91.993,Haven't Heard,Like
Rather Be,Clean Bandit Featuring Jess Glynne,0.799,0.586,0.5489999999999999,120.97,Haven't Heard,Like
Culture,Migos Featuring DJ Khaled,0.927,0.665,0.175,127.07600000000001,Haven't Heard,Like
Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,0.499,0.8,0.272,139.91899999999998,Haven't Heard,Dislike
Plain Jane,A$AP Ferg Featuring Nicki Minaj,0.797,0.8440000000000001,0.52,170.142,Haven't Heard,Like
Vivir Mi Vida,Marc Anthony,0.655,0.877,0.893,105.01700000000001,Heard,Like
Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",0.725,0.79,0.763,175.988,Haven't Heard,Like
There's Nothing Holdin' Me Back,Shawn Mendes,0.8590000000000001,0.773,0.968,121.979,Haven't Heard,Like
Live It Up,Jennifer Lopez Featuring Pitbull,0.6920000000000001,0.7290000000000001,0.648,127.99700000000001,Haven't Heard,Like
Underneath The Tree,Kelly Clarkson,0.509,0.812,0.6890000000000001,159.876,Haven't Heard,Dislike
Wavin' Flag,K'Naan,0.584,0.768,0.7290000000000001,152.005,Haven't Heard,Like
Beautiful,Christina Aguilera & Beverly McClellan,0.457,0.573,0.0992,76.193,Heard,Dislike
Loser,Glee Cast,0.701,0.8640000000000001,0.8109999999999999,106.03399999999999,Heard,Like
Mind Reader,Dustin Lynch,0.39399999999999996,0.8,0.525,162.053,Heard,Like
BedRock,Young Money Featuring Lloyd,0.733,0.664,0.557,148.005,Heard,Like
Just Like Fire,P!nk,0.632,0.701,0.4970000000000001,162.958,Haven't Heard,Dislike
2012 (It Ain't The End),Jay Sean Featuring Nicki Minaj,0.7170000000000001,0.792,0.513,126.975,Haven't Heard,Like
Just A Fool,Christina Aguilera With Blake Shelton,0.573,0.857,0.406,83.07,Haven't Heard,Like
No Pressure,Justin Bieber Featuring Big Sean,0.644,0.595,0.5539999999999999,148.889,Heard,Dislike
To The Max,DJ Khaled Featuring Drake,0.461,0.812,0.72,159.869,Haven't Heard,Like
All The Pretty Girls,Kenny Chesney,0.612,0.848,0.7190000000000001,120.99600000000001,Haven't Heard,Like
Stuck On A Feeling,Prince Royce Featuring Snoop Dogg,0.8170000000000001,0.415,0.325,100.02600000000001,Heard,Dislike
My Way,Calvin Harris,0.8190000000000001,0.9129999999999999,0.536,119.98899999999999,Heard,Like
'Til Summer Comes Around,Keith Urban,0.57,0.629,0.308,127.90700000000001,Haven't Heard,Dislike
Gorgeous,Taylor Swift,0.8,0.535,0.451,92.027,Heard,Like
Bury A Friend,Billie Eilish,0.905,0.389,0.196,120.046,Haven't Heard,Like
Can't Stop The Feeling!,Justin Timberlake,0.669,0.8320000000000001,0.7,113.035,Heard,Like
Out Of My Head,Lupe Fiasco Featuring Trey Songz,0.588,0.847,0.38,99.05799999999999,Haven't Heard,Like
Iridescent,Linkin Park,0.484,0.727,0.21600000000000005,120.066,Heard,Like
Not Nice,PARTYNEXTDOOR,0.598,0.496,0.725,128.06,Haven't Heard,Like
God Is A Woman,Ariana Grande,0.498,0.836,0.27899999999999997,144.882,Haven't Heard,Dislike
Song About A Girl,Eric Paslay,0.605,0.885,0.742,92.055,Haven't Heard,Like
Night's On Fire,David Nail,0.54,0.7759999999999999,0.784,164.046,Haven't Heard,Dislike
4:00 AM,2 Chainz Featuring Travis Scott,0.7959999999999999,0.5,0.22699999999999998,75.012,Haven't Heard,Dislike
Faucet Failure,Ski Mask The Slump God,0.935,0.552,0.615,99.993,Heard,Dislike
All Bad,Justin Bieber,0.696,0.419,0.353,96.48200000000001,Haven't Heard,Dislike
Esskeetit,Lil Pump,0.934,0.505,0.691,139.93,Heard,Like
Tequila,Dan + Shay,0.489,0.581,0.494,86.016,Haven't Heard,Like
Dessert,Dawin,0.866,0.731,0.765,97.03,Haven't Heard,Like
Drop The World,Lil Wayne Featuring Eminem,0.6629999999999999,0.91,0.342,144.993,Heard,Like
Vice,Miranda Lambert,0.568,0.562,0.247,133.64700000000002,Heard,Dislike
The Story Of Us,Taylor Swift,0.5429999999999999,0.818,0.6829999999999999,139.898,Haven't Heard,Like
Homegrown Honey,Darius Rucker,0.657,0.9109999999999999,0.871,87.978,Heard,Like
I Dreamed A Dream,Anne Hathaway,0.256,0.0739,0.146,87.50200000000002,Haven't Heard,Like
Southern Girl,Tim McGraw,0.731,0.772,0.9279999999999999,110.04,Haven't Heard,Like
Santa Tell Me,Ariana Grande,0.525,0.621,0.591,191.9,Haven't Heard,Dislike
Earth,Lil Dicky,0.6940000000000001,0.664,0.6759999999999999,95.941,Haven't Heard,Like
In The Name Of Love,Martin Garrix & Bebe Rexha,0.501,0.519,0.168,133.99,Heard,Like
Feds Watching,2 Chainz Featuring Pharrell,0.79,0.875,0.759,139.985,Haven't Heard,Like
Raised On Country,Chris Young,0.5720000000000001,0.794,0.79,148.095,Haven't Heard,Like
Top Off,"DJ Khaled Featuring JAY Z, Future & B",0.573,0.591,0.23199999999999998,86.721,Haven't Heard,Dislike
What About Love,Austin Mahone,0.632,0.784,0.278,100.01899999999999,Haven't Heard,Dislike
Signs,Drake,0.794,0.735,0.223,107.374,Heard,Dislike
Weak,AJR,0.67,0.643,0.703,123.979,Haven't Heard,Dislike
Baby Don't Lie,Gwen Stefani,0.688,0.551,0.264,99.964,Haven't Heard,Dislike
Dark Knight Dummo,Trippie Redd Featuring Travis Scott,0.28,0.821,0.254,181.44400000000002,Haven't Heard,Dislike
Clout,Offset Featuring Cardi B,0.919,0.622,0.424,140.02200000000002,Haven't Heard,Like
Ready,Fabolous Featuring Chris Brown,0.7240000000000001,0.87,0.81,93.01,Haven't Heard,Dislike
Back To December,Taylor Swift,0.529,0.67,0.28600000000000003,141.893,Haven't Heard,Dislike
Nothing Without Love,Nate Ruess,0.565,0.73,0.408,82.05799999999998,Heard,Like
Born To Be Yours,Kygo & Imagine Dragons,0.688,0.688,0.451,114.01100000000001,Haven't Heard,Like
Shower,Becky G,0.6990000000000001,0.529,0.121,119.98700000000001,Haven't Heard,Like
Summer Days,Martin Garrix Featuring Macklemore & Patrick Stump,0.6609999999999999,0.723,0.316,113.77799999999999,Heard,Like
Nightmare,Offset & Metro Boomin,0.7390000000000001,0.405,0.127,157.09,Heard,Dislike
La Modelo,Ozuna x Cardi B,0.574,0.7340000000000001,0.769,98.023,Haven't Heard,Like
Got My Country On,Chris Cagle,0.505,0.8390000000000001,0.511,160.154,Haven't Heard,Like
Style,Taylor Swift,0.598,0.7859999999999999,0.456,95.021,Haven't Heard,Dislike
Papers,Usher,0.802,0.556,0.158,120.04700000000001,Heard,Dislike
First Off,Future Featuring Travis Scott,0.7340000000000001,0.6829999999999999,0.445,162.03799999999995,Haven't Heard,Dislike
Power Trip,J. Cole Featuring Miguel,0.667,0.61,0.465,99.991,Heard,Like
I Wanna Go,Britney Spears,0.696,0.546,0.787,130.002,Haven't Heard,Dislike
Shake,Jesse McCartney,0.769,0.8240000000000001,0.938,150.02,Heard,Like
Cuando Me Enamoro,Enrique Iglesias Featuring Juan Luis Guerra,0.821,0.8190000000000001,0.893,126.03,Haven't Heard,Dislike
This Feeling,The Chainsmokers Featuring Kelsea Ballerini,0.575,0.5710000000000001,0.449,105.04899999999999,Haven't Heard,Like
Moolah,Young Greatness,0.773,0.56,0.26,128.091,Haven't Heard,Like
Finally Found You,Enrique Iglesias Featuring Sammy Adams,0.622,0.8809999999999999,0.664,127.958,Haven't Heard,Like
If It's Love,Train,0.628,0.917,0.638,94.988,Heard,Like
Most Girls,Hailee Steinfeld,0.7559999999999999,0.5720000000000001,0.41700000000000004,102.986,Haven't Heard,Dislike
She Won't Be Lonely Long,Clay Walker,0.635,0.758,0.322,113.00200000000001,Haven't Heard,Like
I Would Die 4 U,Prince And The Revolution,0.731,0.75,0.639,135.406,Haven't Heard,Like
Toothbrush,DNCE,0.5539999999999999,0.7859999999999999,0.823,104.95700000000001,Haven't Heard,Like
MIC Drop,BTS Featuring Desiigner,0.606,0.848,0.54,170.01,Haven't Heard,Like
Backroad Song,Granger Smith,0.488,0.833,0.7509999999999999,174.00599999999997,Haven't Heard,Like
Yes Indeed,Lil Baby & Drake,0.9640000000000001,0.34600000000000003,0.562,119.958,Haven't Heard,Like
Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",0.41200000000000003,0.5479999999999999,0.17600000000000002,81.293,Heard,Like
Flex (Ooh Ooh Ooh),Rich Homie Quan,0.6759999999999999,0.615,0.883,163.993,Haven't Heard,Like
Prayed For You,Matt Stell,0.6,0.698,0.57,140.032,Haven't Heard,Like
Come Thru,Summer Walker & Usher,0.679,0.728,0.46,152.001,Haven't Heard,Dislike
Good Good Night,Roscoe Dash,0.645,0.958,0.8340000000000001,160.084,Haven't Heard,Like
Time Of Our Lives,Pitbull & Ne-Yo,0.72,0.802,0.723,124.04299999999999,Haven't Heard,Like
New Romantics,Taylor Swift,0.633,0.889,0.584,121.956,Haven't Heard,Dislike
Galway Girl,Ed Sheeran,0.624,0.8759999999999999,0.7809999999999999,99.943,Haven't Heard,Like
Sit Next To Me,Foster The People,0.638,0.738,0.657,97.021,Haven't Heard,Like
Glorious,Macklemore Featuring Skylar Grey,0.731,0.794,0.35600000000000004,139.994,Haven't Heard,Like
Girls Need Love,Summer Walker X Drake,0.6559999999999999,0.4320000000000001,0.0897,97.022,Haven't Heard,Dislike
Goosebumps,Travis Scott,0.841,0.728,0.43,130.049,Heard,Like
Rockin' Around The Christmas Tree,Brenda Lee,0.589,0.47200000000000003,0.898,67.196,Haven't Heard,Like
Body Say,Demi Lovato,0.628,0.74,0.257,86.98299999999998,Heard,Like
China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",0.7859999999999999,0.8079999999999999,0.609,105.027,Haven't Heard,Dislike
Crash And Burn,Thomas Rhett,0.69,0.7809999999999999,0.841,130.02,Haven't Heard,Like
The One That Got Away,Jake Owen,0.5760000000000001,0.865,0.535,119.913,Heard,Like
Stupid Hoe,Nicki Minaj,0.879,0.83,0.7190000000000001,100.014,Haven't Heard,Like
Roar,Katy Perry,0.5539999999999999,0.772,0.455,179.984,Haven't Heard,Like
F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",0.852,0.693,0.66,95.96700000000001,Haven't Heard,Dislike
I Got Nothin',Darius Rucker,0.5539999999999999,0.621,0.257,147.798,Haven't Heard,Dislike
Parachute,Chris Stapleton,0.642,0.762,0.605,113.038,Haven't Heard,Dislike
Faded,Alan Walker,0.589,0.6509999999999999,0.166,90.01100000000002,Heard,Dislike
My Story,R. Kelly Featuring 2 Chainz,0.9390000000000001,0.501,0.763,120.045,Haven't Heard,Like
Comfortable,K Camp,0.765,0.41200000000000003,0.632,109.986,Heard,Like
T-Shirt,Thomas Rhett,0.634,0.862,0.767,95.98899999999999,Haven't Heard,Like
Eyes Open,Taylor Swift,0.598,0.7240000000000001,0.299,137.116,Haven't Heard,Like
What If I Never Get Over You,Lady Antebellum,0.5760000000000001,0.7240000000000001,0.34,93.029,Haven't Heard,Dislike
Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,0.613,0.6809999999999999,0.619,97.62100000000001,Haven't Heard,Dislike
For Free,DJ Khaled Featuring Drake,0.9159999999999999,0.5710000000000001,0.498,103.521,Heard,Dislike
Can't Feel My Face,The Weeknd,0.705,0.769,0.59,107.939,Haven't Heard,Dislike
The Box,Roddy Ricch,0.8959999999999999,0.586,0.642,116.971,Heard,Like
Good Thing,Sage The Gemini Featuring Nick Jonas,0.56,0.7190000000000001,0.21,94.02600000000001,Heard,Like
Did It Again,Lil Tecca,0.6859999999999999,0.561,0.18600000000000005,148.775,Haven't Heard,Like
Stargazing,Travis Scott,0.48700000000000004,0.789,0.0564,150.007,Heard,Like
Black And Yellow,Wiz Khalifa,0.684,0.8340000000000001,0.5379999999999999,164.02,Haven't Heard,Like
3,Britney Spears,0.6970000000000001,0.7090000000000001,0.787,134.91,Haven't Heard,Like
Right Above It,Lil Wayne Featuring Drake,0.376,0.841,0.46299999999999997,76.05199999999998,Heard,Like
Both Of Us,B.o.B Featuring Taylor Swift,0.677,0.722,0.0483,125.09100000000001,Haven't Heard,Like
Better Dig Two,The Band Perry,0.649,0.665,0.645,155.80100000000004,Haven't Heard,Dislike
Gettin' You Home,Chris Young,0.639,0.6779999999999999,0.531,106.96600000000001,Heard,Dislike
Fancy,Iggy Azalea Featuring Charli XCX,0.912,0.716,0.377,94.98100000000001,Heard,Like
"Women Lie, Men Lie",Yo Gotti Featuring Lil Wayne,0.647,0.767,0.537,157.925,Heard,Like
Robbery,Juice WRLD,0.685,0.6920000000000001,0.578,159.966,Heard,Like
She Twerkin,Ca$h Out,0.8370000000000001,0.762,0.33399999999999996,142.009,Haven't Heard,Dislike
Gyalchester,Drake,0.877,0.391,0.122,131.018,Haven't Heard,Like
Mmm Yeah,Austin Mahone Featuring Pitbull,0.7120000000000001,0.922,0.976,125.984,Haven't Heard,Like
Heartache On The Dance Floor,Jon Pardi,0.596,0.8340000000000001,0.618,116.0,Haven't Heard,Like
I Can Transform Ya,Chris Brown Featuring Lil Wayne & Swizz Beatz,0.541,0.953,0.856,111.37799999999999,Haven't Heard,Like
Perfume,Britney Spears,0.39,0.557,0.317,79.34,Haven't Heard,Like
Cashin' Out,Ca$h Out,0.831,0.665,0.6629999999999999,129.989,Heard,Like
We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,0.728,0.563,0.35200000000000004,100.01700000000001,Heard,Like
Who Booty,Jonn Hart Featuring IamSU!,0.6859999999999999,0.541,0.237,96.965,Haven't Heard,Like
Redneck Crazy,Tyler Farr,0.48700000000000004,0.667,0.46299999999999997,145.85399999999996,Haven't Heard,Dislike
Powerglide,Rae Sremmurd & Juicy J,0.713,0.831,0.584,173.94799999999995,Haven't Heard,Like
If I Can't Have You,Shawn Mendes,0.6920000000000001,0.809,0.8640000000000001,123.911,Haven't Heard,Like
Don't Tell 'Em,Jeremih Featuring YG,0.856,0.527,0.386,98.052,Heard,Dislike
Notice Me,Migos Featuring Post Malone,0.7929999999999999,0.344,0.45,166.105,Haven't Heard,Like
Say You Won't Let Go,James Arthur,0.358,0.557,0.494,85.04299999999998,Haven't Heard,Dislike
Beneath Your Beautiful,Labrinth Featuring Emeli Sande,0.5579999999999999,0.522,0.228,83.977,Heard,Like
Drunk On A Plane,Dierks Bentley,0.423,0.73,0.66,205.972,Haven't Heard,Dislike
Overdose,YoungBoy Never Broke Again,0.809,0.845,0.67,90.015,Haven't Heard,Like
Happy Little Pill,Troye Sivan,0.5670000000000001,0.593,0.0398,91.70299999999999,Haven't Heard,Like
Riptide,Vance Joy,0.484,0.731,0.51,101.654,Haven't Heard,Like
What We Ain't Got,Jake Owen,0.537,0.257,0.16899999999999998,127.98100000000001,Heard,Like
Africa,Weezer,0.534,0.784,0.6,92.147,Haven't Heard,Dislike
Staring At The Sky,XXXTENTACION,0.557,0.33799999999999997,0.6890000000000001,140.935,Haven't Heard,Dislike
Knockin' Boots,Luke Bryan,0.7390000000000001,0.682,0.634,131.983,Haven't Heard,Like
All On Me,Devin Dawson,0.634,0.6679999999999999,0.635,80.98899999999998,Haven't Heard,Like
Better,Khalid,0.596,0.552,0.11199999999999999,97.949,Haven't Heard,Like
INTRO,DaBaby,0.862,0.685,0.672,100.024,Haven't Heard,Like
